session.ID	Message.ID	Message.Timestamp	Message.From	Message.Text	Dialog-Acts									
595	3	2016-03-11T02:43:52.769Z	user	okay thanks	thanks()									
595	4	2016-03-11T03:31:22.181Z	agent	Would you like information on tickets?	request(ticket)									
595	5	2016-03-11T04:10:50.772Z	user	sure	confirm_answer()									
595	6	2016-03-11T04:51:41.318Z	agent	What date and time would you like to go?	request(date;starttime)									
595	7	2016-03-11T05:03:52.443Z	user	saturday at 4pm	inform(date=saturday;starttime=4pm)									
595	8	2016-03-11T06:03:32.068Z	agent	How many tickets?	request(numberofpeople)									
595	9	2016-03-11T19:34:32.336Z	user	2	inform(numberofpeople=2)									
595	10	2016-03-11T20:26:15.238Z	agent	What city and state are you located in?	request(city;state)									
595	11	2016-03-11T20:52:34.521Z	user	evanston, IL	inform(city=evanston;state=IL)									
595	12	2016-03-11T21:47:06.863Z	agent	Deadpool is playing at Century 12 Evanston at 4:40pm. Should I purchase 2 tickets?	inform(moviename=Deadpool;theater=Century 12 Evanston;starttime=4:40pm)	confirm_question(numberofpeople=2)								
596	1	2016-03-11T00:17:54.612Z	user	what movies are playing in 3d	request(moviename;video_format=3d)									
596	2	2016-03-11T00:33:18.654Z	agent	Can you tell me your location, or what theater, specifically, you plan to visit?	request(theater;city;state)									
596	3	2016-03-11T01:16:49.466Z	user	evanston, illinois	inform(city=evanston;state=illinois)									
596	4	2016-03-11T01:34:26.739Z	agent	Zootopia and Gods of Egypt are both playing in 3D.	inform(video_format=3d;moviename={Zootopia#moviename=Gods of Egypt})									
596	5	2016-03-11T02:43:52.723Z	user	thanks	thanks()									
596	6	2016-03-11T06:08:15.708Z	agent	Would you like to get tickets to either movie?	request(moviename)									
596	7	2016-03-11T19:35:28.220Z	user	tickets to gods of egypt	inform(moviename=Gods of Egypt)									
596	8	2016-03-11T21:24:25.475Z	agent	Great. And what day?	request(date)									
597	1	2016-03-11T00:17:54.917Z	user	are there any new movies in theaters	request(moviename)									
597	2	2016-03-11T02:08:36.303Z	agent	I'd love to check that for you. What isyour location? Some movies are limited releases.	greeting(greeting=I'd love to check that for you )	request(city;state)								
597	3	2016-03-11T02:44:46.135Z	user	seattle, washington	inform(city=seattle;state=washington)									
597	4	2016-03-11T05:28:32.569Z	agent	There are several new movies coming out tomorrow: Lolo, The Young Messiah, and The Perfect Match will come out nationally tommorrow. Would you like to book one of those?	inform(moviename={Lolo#The Young Messiah#The Perfect Match};date=tomorrow)	multiple_choice(moviename)								
597	5	2016-03-11T19:35:28.287Z	user	thanks	thanks()									
597	6	2016-03-11T20:21:32.836Z	agent	Your welcome. Now would you like to purchase some tickets?	welcome()	request(ticket)								
597	7	2016-03-11T20:53:00.475Z	user	no thank you	thanks()									
597	8	2016-03-11T21:05:28.448Z	agent	Have a wonderful afternoon.	closing(closing=Have a wonderful afternoon)									
598	1	2016-03-10T22:59:24.032Z	user	how much would it cost for 4 people to see deadpool tonight	request(price;numberofpeople=4;date=tonight;moviename=deadpool)									
598	2	2016-03-10T23:07:41.675Z	agent	Hello. What city and state are you located in?	greeting(greeting=Hello)	request(state;city)								
598	3	2016-03-10T23:30:05.371Z	user	evanston, IL	inform(city=evanston;state=IL)									
598	4	2016-03-11T00:33:18.609Z	agent	There are multiple theaters showing Deadpool and many of them have different prices. What theater would you prefer?	inform(moviename=Deadpool;other=There are multiple theaters showing Deadpool and many of them have different prices)	request(theater)								
598	5	2016-03-11T01:16:33.425Z	user	the cheapest	inform(price=the cheapest)									
598	6	2016-03-11T13:57:43.505Z	agent	I do not have the ability to search every theater and compare prices. If you select a theater, I can provide the price to it.	inform(result={};other=compare prices)	request(theater)								
598	7	2016-03-11T19:34:02.294Z	user	nevermind	inform(other=nevermind)									
598	8	2016-03-11T20:38:40.604Z	agent	Can I find something else for you?	request(theater)									
598	9	2016-03-11T20:52:34.142Z	user	no	inform(other=no)									
598	10	2016-03-11T21:01:46.006Z	agent	I'm sorry we couldn't be of more help today. Have a wonderful afternoon.	inform(other=I'm sorry we couldn't be of more help today)	closing(closing=Have a wonderful afternoon)								
599	1	2016-03-10T22:56:11.691Z	user	What movies come out in theaters tomorrow?	request(moviename;date=tomorrow)									
599	2	2016-03-10T23:45:48.540Z	agent	10 Cloverfield Lane, The Brothers Grimsby, The Perfect Match, and Creative Control all come out this weekend.	inform(moviename={10 Cloverfield Lane#The Brothers Grimsby#The Perfect Match#Creative Control};date=this weekend)									
599	3	2016-03-10T23:49:51.263Z	user	Can you buy tickets for Hamilton AMC in NJ for 9pm tomorrow for The Perfect Match?	request(ticket;theater=Hamilton AMC;state=NJ;date=tomorrow;starttime=9pm;moviename=The Perfect Match)									
599	4	2016-03-11T01:52:50.238Z	agent	I sure can. How many would you like?	confirm_answer()	request(numberofpeople)								
599	5	2016-03-11T01:55:51.124Z	user	2	inform(numberofpeople=2)									
599	6	2016-03-11T05:31:44.783Z	agent	The closest show time is at 9:30pm. Do you still want to buy the tickets?	inform(starttime=9:30pm)	confirm_question()								
599	7	2016-03-11T11:36:57.196Z	user	yes	confirm_answer()									
599	8	2016-03-11T12:29:39.716Z	agent	Great I have purchased two tickets for you for the 9:30 pm showing.	inform(taskcomplete;starttime=9:30 pm;numberofpeople=2)									
600	1	2016-03-10T23:30:30.557Z	user	what movies just came out?	request(moviename)									
600	2	2016-03-11T00:35:56.946Z	agent	10 Cloverfield Lane just came out today. Would you like to go see it?	inform(moviename=10 Cloverfield Lane;date=today)	confirm_question()								
600	3	2016-03-11T01:16:33.480Z	user	yes	confirm_answer()									
600	4	2016-03-11T03:17:38.912Z	agent	When would you like to go see it?	request(date;starttime)									
600	5	2016-03-11T04:10:50.518Z	user	tomorrow night 7	inform(date=tomorrow night;starttime=7)									
600	6	2016-03-11T14:31:36.425Z	agent	Great. And what theater or city?	request(theater;city)									
600	7	2016-03-11T19:34:57.886Z	user	skokie, IL	inform(city=skokie;state=IL)									
600	8	2016-03-11T20:46:38.729Z	agent	10 Cloverfield Lane is playing at Regal Gardens Stadium 1-6 tomorrow at 7:40. How many tickets would you like?	inform(moviename=10 Cloverfield Lane;theater=Regal Gardens Stadium 1-6;date=tomorrow;starttime=7:40pm)	request(numberofpeople)								
600	9	2016-03-11T20:52:34.389Z	user	2	inform(numberofpeople=2)									
600	10	2016-03-11T21:45:08.744Z	agent	I have successfully purchased your tickets to the 7:40 show. Enjoy!	inform(taskcomplete;starttime=7:40pm)	closing(closing=Enjoy)								
601	1	2016-03-10T23:03:52.943Z	user	I am looking for a drama with high ratings.	request(moviename;description=high ratings;genre=drama)									
601	2	2016-03-10T23:47:14.733Z	agent	When would you like to go?	request(date)									
601	3	2016-03-10T23:49:15.163Z	user	Tonight	inform(date=Tonight)									
601	4	2016-03-11T00:42:25.845Z	agent	And how many tickets will you need?	request(numberofpeople)									
601	5	2016-03-11T01:09:20.052Z	user	4	inform(numberofpeople=4)									
601	6	2016-03-11T03:22:52.564Z	agent	What theater would you like to go to?	request(theater)									
601	7	2016-03-11T03:40:20.161Z	user	Any theater in Branson, MO	inform(theater=Any theater;city=Branson;state=MO)									
601	8	2016-03-11T13:52:18.656Z	agent	I'm sorry I can't find a theater in Branson that allows online ticket purchases. Is there another city we can search in?	inform(result={};other=allows online ticket purchases)	request(city)								
601	9	2016-03-11T17:40:30.848Z	user	Springfield, MO	inform(city=Springfield;state=MO)									
601	10	2016-03-11T19:15:41.425Z	agent	Risen is playing at Regal College Station Stadium 4 tonight at 7:05. Does that interest you?	inform(moviename=Risen;theater=Regal College Station Stadium 4;date=tonight;starttime=7:05PM)	confirm_question()								
602	1	2016-03-10T22:55:29.054Z	user	Hello	greeting(greeting=hello)									
602	2	2016-03-10T23:06:40.828Z	agent	Hello! Are you interested in purchasing movie tickets?	greeting(greeting=hello)	request(ticket)								
602	3	2016-03-10T23:07:18.580Z	user	Yes, I was hoping to find something my kids might like.	request(moviename;other=my kids might like)									
602	4	2016-03-10T23:13:18.356Z	agent	Kung Fu Panda 3 and Zootopia are currently playing. Would you be interested in either of these?	inform(moviename={Kung Fu Panda 3#Zootopia})	multiple_choice(moviename)								
602	5	2016-03-10T23:15:46.814Z	user	Kung Fu Panda would be great. Can you show me tonight's showtimes for Auburn, WA?	inform(moviename=Kung Fu Panda 3)	request(starttime;date=tonight;city=Auburn;state=WA)								
602	6	2016-03-10T23:28:42.053Z	agent	Sure. It's showing at 720pm at Auburn Stadium 17 as well as a 940pm showing at the same theater. Are you interested in either of those?	inform(starttime={7:00pm#9:45pm};theater=Auburn Stadium 17)	multiple_choice(starttime)								
602	7	2016-03-10T23:58:20.024Z	user	That would be great. Can I get 3 tickets please?	request(ticket;numberofpeople=3)									
602	8	2016-03-11T01:56:03.005Z	agent	I've reserved those tickets for you. Thanks for using our service!	inform(taskcomplete)	closing(closing=Thanks for using our service)								
603	1	2016-03-11T00:17:55.332Z	user	I want to see an independent film	request(ticket;genre=independent film)									
603	2	2016-03-11T00:30:11.605Z	agent	Can you tell me what theater you plan to visit, or your approximate location? Independent films often have limited releases.	request(theater;city;state)	inform(other=Independent films often have limited releases)								
603	3	2016-03-11T01:16:33.545Z	user	evanston illinois	inform(city=evanston;state=illinois)									
603	4	2016-03-11T01:39:45.885Z	agent	When do you want to go?	request(date;starttime)									
603	5	2016-03-11T02:43:52.669Z	user	tomorrow 5pm	inform(date=tomorrow;starttime=5pm)									
603	6	2016-03-11T05:52:46.874Z	agent	How many tickets?	request(numberofpeople)									
603	7	2016-03-11T19:35:28.137Z	user	1	inform(numberofpeople=1)									
603	8	2016-03-11T20:59:31.437Z	agent	There are no independent films right now, but the new MIchael Moore documentary is showing. Would that be acceptable?	inform(result={};genre=independent films)	inform(actor=MIchael Moore;genre=documentary)	confirm_question()							
604	1	2016-03-10T22:55:41.121Z	user	I want to see Deadpool on Saturday.	request(ticket;moviename=Deadpool;date=Saturday)									
604	2	2016-03-10T23:08:12.052Z	agent	Hello. I'm happy to help you. First, I'll need your location to see available showtimes.	greeting(greeting=Hello I'm happy to help you)	request(city)								
604	3	2016-03-10T23:09:46.696Z	user	My zip code is 08550.	inform(zip=08550)									
604	4	2016-03-11T00:15:57.310Z	agent	Deadpool is playing at AMC Marketfair 10, AMC Hamilton 24, and Regal Commerce Center Stadium 18. Which theater would you prefer?	inform(moviename=Deadpool;theater={AMC Marketfair 10#AMC Hamilton 24#Regal Commerce Center Stadium 18})	multiple_choice(theater)								
604	5	2016-03-11T00:19:49.937Z	user	AMC Marketfair 10.	inform(theater=AMC Marketfair 10)									
604	6	2016-03-11T02:20:49.042Z	agent	What time do you want to go? There are showtimes throughout the day.	request(starttime)									
604	7	2016-03-11T02:23:19.310Z	user	Anytime after 8pm.	inform(starttime=Anytime after 8pm)									
604	8	2016-03-11T06:11:54.535Z	agent	How many tickets?	request(numberofpeople)									
604	9	2016-03-11T11:36:57.140Z	user	2	inform(numberofpeople=2)									
604	10	2016-03-11T12:08:57.940Z	agent	THere is a 9:55 showing of Deadpool at that theater on Saturday, should I book those tickets for you?	confirm_question(moviename=Deadpool;date=Saturday;starttime=9:55pm)									
604	11	2016-03-11T14:55:28.145Z	user	Yes please.	confirm_answer()									
604	12	2016-03-11T16:01:10.909Z	agent	Great, I have purchased 2 tickets for you to see Deadpool at 9:55 on Saturday at the AMC.	inform(taskcomplete;numberofpeople=2;moviename=Deadpool;starttime=9:55pm;date=Saturday;theater=AMC)									
605	1	2016-03-10T22:58:01.355Z	user	What comedies are in theaters?	request(moviename;genre=comedy)									
605	2	2016-03-10T23:45:08.389Z	agent	What theater are you interested in going to?	request(theater)									
605	3	2016-03-10T23:54:52.414Z	user	AMC Hamilton in NJ	inform(theater=AMC Hamilton;state=NJ)									
605	4	2016-03-11T01:18:35.805Z	agent	The Brothers Grimsby, The Perfect Match, Whiskey Tango Foxtrot, and Zootopia are the comedies currently playing in that theater.	inform(moviename={The Brothers Grimsby#The Perfect Match#Whiskey Tango Foxtrot#Zootopia};genre=comedy)									
605	5	2016-03-11T01:19:47.997Z	user	Can you book tickets for The Perfect Match for Saturday.	request(ticket;moviename=The Perfect Match;date=Saturday)									
605	6	2016-03-11T02:47:27.001Z	agent	What time would you like to go? There are showtimes throughout the day.	request(starttime)									
605	7	2016-03-11T04:21:20.335Z	user	Anytime after 7pm	inform(starttime=Anytime after 7pm)									
605	8	2016-03-11T20:05:56.342Z	agent	There is a 745pm showing. Would you like to book that?	inform(starttime=7:45pm)	confirm_question()								
605	9	2016-03-11T22:02:02.923Z	user	yes please.	confirm_answer()									
605	10	2016-03-11T22:04:03.865Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	closing(closing=Thank you and enjoy the show)								
606	1	2016-03-11T00:30:58.213Z	user	find me a theater in deerfield IL	request(theater;city=deerfield;state=IL)									
606	2	2016-03-11T01:15:13.236Z	agent	AMC Northbrook Court 14 is the main cinema in the area.	inform(theater=AMC Northbrook Court 14)									
606	3	2016-03-11T01:19:05.968Z	user	what movies are playing?	request(moviename)									
606	4	2016-03-11T02:04:39.689Z	agent	Zootopia, London has Fallen, Gods of Egypt, The Witch, Race, and The Big Short are playing.	inform(moviename={Zootopia#London has Fallen#Gods of Egypt#The Witch#Race#and The Big Short})									
606	5	2016-03-11T03:43:52.531Z	user	can I get tickets to zootopia	request(ticket;moviename=zootopia)									
606	6	2016-03-11T05:43:55.502Z	agent	Would you like to see it in 3D or standard 2D?	multiple_choice(video_format={3D#standard 2D})									
606	7	2016-03-11T19:36:04.615Z	user	2d	inform(video_format=2d)									
606	8	2016-03-11T20:59:23.139Z	agent	When would you like to go?	request(starttime)									
607	1	2016-03-11T17:43:39.300Z	user	I need two tickets to see 10 Cloverfield Lane tomorrow in Los Angeles.	request(ticket;date=tomorrow;city=Los Angeles;numberofpeople=2;moviename=10 Cloverfield Lane )									
607	2	2016-03-11T18:05:59.188Z	agent	OK, can you tell me about what time you'd like to go see the movie?	request(starttime)									
607	3	2016-03-11T18:08:01.851Z	user	7Pm	inform(starttime=7pm)									
607	4	2016-03-11T19:38:22.685Z	agent	There is a 7:55 showing at Regal LA LIVE Stadium 14. Is that acceptable?	inform(starttime=7:55pm;theater=Regal LA LIVE Stadium 14)	confirm_question()								
608	1	2016-03-10T23:01:40.822Z	user	Good evening I would like some movie tickets	greeting(greeting=Good evening)	request(ticket)								
608	2	2016-03-10T23:08:32.135Z	agent	Sure, I'm happy to help you. Do you have a specific movie in mind? I'll also need your city and state please.	greeting(greeting=Sure, I'm happy to help you)	request(moviename;state;city)								
608	3	2016-03-10T23:16:47.427Z	user	I would like 4 tickets to London has fallen for tomorrow somewhere in royal oak MI	request(ticket;moviename=London has fallen;date=tomorrow;numberofpeople=4;city=royal oak;state=MI)									
608	4	2016-03-11T00:26:29.252Z	agent	London Has Fallen is playing at Emagine Theatres Royal Oak Tomorrow. What time would you like to go?	inform(moviename=London has fallen;date=tomorrow;theater=Emagine Theatres;city=Royal Oak)	request(starttime)								
608	5	2016-03-11T00:28:19.449Z	user	perfect. anytime after 7pm	inform(starttime=anytime after 7pm)									
608	6	2016-03-11T00:50:52.969Z	agent	Fandango ticketing not available for this theater. Would you like to try another theater?	inform(result={};other=Fandango ticketing)	request(theater)								
608	7	2016-03-11T00:54:05.882Z	user	closest theater to it.	inform(distanceconstraints=closest theater)									
608	8	2016-03-11T01:39:13.287Z	agent	I can book London Has Fallen for you at AMC STAR JOHN R 15 32289 John R. Road, Madison Heights, MI 48071 at 8:05pm 10:50pm.  Would that work for you or would you like more options?	inform(moviename=london has fallen;theater=AMC STAR JOHN R 15;city=Madison Heights;state=MI;zip=48071;starttime={8:05pm#10:50pm})	multiple_choice(starttime)								
608	9	2016-03-11T01:45:49.287Z	user	Let's do the late movie at 10:50 that would be great	inform(starttime=10:50pm)									
608	10	2016-03-11T05:51:03.092Z	agent	Your tickets for London Has Fallen have been purchased. Enjoy the movie.	inform(taskcomplete;moviename=london has fallen)	closing(closing=Enjoy the movie)								
609	1	2016-03-11T09:13:04.599Z	user	Can you tell me when Deadpool is playing this weekend at Richland Cinemas in Johnstown, PA?	request(starttime;moviename=Deadpool;date=this weekend;theater=Richland Cinemas;city=Johnstown;state=PA)									
609	2	2016-03-11T13:23:14.829Z	agent	Deadpool has times throughout the day at Richland Cinemas. However, Fandango ticketing is not available for that theater.	inform(moviename=Deadpool;theater= Richland Cinemas;result={};other=Fandango ticketing)									
609	3	2016-03-11T18:41:05.325Z	user	Can you suggest a nearby theater then? Maybe in the Pittsburgh area?	request(theater;distanceconstraints=nearby;city=Pittsburgh)									
609	4	2016-03-11T19:51:54.135Z	agent	CINEMARK GALLERIA AT PITTSBURGH MILLS AND IMAX is showing Deadpool this weekend. When would you like to go?	inform(theater=CINEMARK GALLERIA AT PITTSBURGH MILLS AND IMAX;moviename=Deadpool;date=this weekend)	request(date)								
609	5	2016-03-11T19:58:03.768Z	user	Saturday night	inform(date=Saturday night)									
609	6	2016-03-11T20:40:19.266Z	agent	It's playing at 720pm at that theater. Would you like to book?	inform(starttime=7:20pm)	confirm_question()								
609	7	2016-03-11T20:51:05.377Z	user	Yes please, two tickets.	confirm_answer()	inform(numberofpeople=2)								
609	8	2016-03-11T21:38:37.894Z	agent	I have successfully purchased 2 tickets to the 7:20pm show. Enjoy!	inform(taskcomplete;numberofpeople=2;starttime=7:20pm)	closing(closing=Enjoy)								
610	1	2016-03-11T17:13:07.485Z	user	I need 3 tickets to a popular movie in ottawa washington	request(ticket;numberofpeople=3;description=popular;city=ottawa;state=washington)									
610	2	2016-03-11T18:04:04.782Z	agent	When would you like to go?	request(starttime)									
610	3	2016-03-11T18:10:29.982Z	user	0.791666667	inform(starttime=0.791666666666667)									
610	4	2016-03-11T18:51:10.969Z	agent	What movie do you want to see? Deadpool, 10 Cloverfield Lane, Zootopia, and London Has Fallen are some popular choices.	multiple_choice(moviename)	inform(moviename={Deadpool#10 Cloverfield Lane#Zootopia#London Has Fallen})								
611	1	2016-03-11T04:07:55.392Z	user	hi, I'm looking for tickets to a Sunday matinee of The Witch in Saint Louis, can you tell me what's available?	request(greeting=hi;ticket;date=Sunday;starttime=matinee;moviename= The Witch;city=Saint Louis)									
611	2	2016-03-11T06:40:58.514Z	agent	How many tickets?	request(numberofpeople)									
611	3	2016-03-11T20:13:03.231Z	user	2	inform(numberofpeople=2)									
611	4	2016-03-11T20:46:16.387Z	agent	The Witch is playing at 2:20pm at Chase Park Plaza Cinemas on Sunday. Would you like to purchase tickets?	inform(moviename=The Witch;starttime=2:20pm;theater=Chase Park Plaza Cinemas;date=Sunday)	confirm_question()								
611	5	2016-03-11T20:48:03.109Z	user	yes please	confirm_answer()									
611	6	2016-03-11T21:32:00.898Z	agent	I have successfully purchased your tickets for the 2:20 showing. Enjoy!	inform(taskcomplete;starttime=2:20pm)	closing(closing=Enjoy)								
612	1	2016-03-11T05:21:34.488Z	user	Can I see Zootopia tomorrow?	request(ticket;moviename=Zootopia;date=tomorrow)									
612	2	2016-03-11T05:47:10.409Z	agent	Could you please provide your location?	request(city)									
612	3	2016-03-11T05:49:50.957Z	user	Los Angeles.	inform(city=Los Angeles)									
612	4	2016-03-11T06:31:29.203Z	agent	Would you like to see it in 3D or the standard 2D?	multiple_choice(video_format={3D#standard 2D})									
612	5	2016-03-11T06:37:57.956Z	user	3D	inform(video_format=3D)									
612	6	2016-03-11T06:40:46.328Z	agent	How many tickets?	request(numberofpeople)									
612	7	2016-03-11T06:41:58.480Z	user	2	inform(numberofpeople=2)									
612	8	2016-03-11T06:51:35.765Z	agent	Do you have a time estimate? There's so many showings in the area, I'm sure I can find exactly what you're looking for.	request(starttime)									
612	9	2016-03-11T07:00:28.541Z	user	8PM	inform(starttime=8pm)									
612	10	2016-03-11T07:28:09.394Z	agent	BALDWIN HILLS CRENSHAW PLAZA 15 + XTREME is showing Zootopia in 3D at 8:20 PM. Would you like me to purchase tickets for this showing?	inform(theater=BALDWIN HILLS CRENSHAW PLAZA 15 + XTREME;moviename=Zootopia;video_format=3D;starttime=8:20pm)	confirm_question()								
612	11	2016-03-11T07:34:29.968Z	user	Yes.	confirm_answer()									
612	12	2016-03-11T07:37:02.300Z	agent	I have purchased your ticket. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
612	13	2016-03-11T07:49:59.546Z	user	Thanks.	thanks()									
612	14	2016-03-11T07:52:58.016Z	agent	Have a wonderful evening!	closing(closing=Have a wonderful evening)									
613	1	2016-03-11T16:26:42.946Z	user	I need 4 tickets to see Kung Fu Panda 3 in Orlando, FL tomorrow evening around 7-8 pm. As far away from Disney world as possible.	request(ticket;numberofpeople=4;moviename=Kung Fu Panda 3;city=Orlando;state=FL;date=tomorrow evening;starttime=around 7-8 pm;distanceconstraints=As far away from Disney world as possible)									
613	2	2016-03-11T16:38:06.454Z	agent	Would you like to see it in 3D or the standard 2D showing?	multiple_choice(video_format={3D#standard 2D})									
613	3	2016-03-11T17:24:04.592Z	user	3D would be great	inform(video_format=3D)									
613	4	2016-03-11T17:57:30.936Z	agent	Kung Fu Panda 3 is playing at 1:30pm tomorrow at AMC West Oaks 14. Unfortunately there are no other times available. Should I search for standard format?	inform(moviename=Kung Fu Panda 3;theater=AMC West Oaks 14.;date=tomorrow;starttime=1:30pm)	inform(result={})	confirm_question(video_format=standard 2D)							
613	5	2016-03-11T18:33:33.545Z	user	no, that will be fine, Thanks!	inform(other=no, thwill be fine)	thanks()								
613	6	2016-03-11T20:13:50.631Z	agent	I have successfully purchased your tickets to the 1:30 showtime. Enjoy!	inform(taskcomplete;starttime= 1:30)	closing(closing=Enjoy)								
613	7	2016-03-11T20:26:05.347Z	user	thanks!	thanks()									
613	8	2016-03-11T20:52:29.697Z	agent	Have a wonderful day!	closing(closing=Have a wonderful day)									
614	1	2016-03-11T20:34:46.528Z	user	I need to take my kids to the movies. Can you recommend anything?	request(moviename;other=for kids)									
614	2	2016-03-11T20:59:09.082Z	agent	Kung Fu Panda 3 and Zootopia are currently playing. Would you be interested in either of these?	inform(moviename={Kung Fu Panda 3#Zootopia})	multiple_choice(moviename)								
614	3	2016-03-11T21:02:00.058Z	user	Zootopia, please.	inform(moviename=Zootopia)									
614	4	2016-03-11T21:52:03.302Z	agent	Great! What location (theater or city) would you like to see it at?	request(theater;city)									
615	1	2016-03-11T05:23:05.337Z	user	I want to see Deadpool tomorrow at 6PM with 3 people?	request(ticket;moviename=Deadpool;date=tomorrow;starttime=6pm;numberofpeople=3)									
615	2	2016-03-11T06:18:22.838Z	agent	Could you please provide your location?	request(city)									
615	3	2016-03-11T06:18:52.887Z	user	Miami.	inform(city=Miami)									
615	4	2016-03-11T07:38:22.418Z	agent	Your requested movie is playing at CINÃ‰POLIS COCONUT GROVE at these times: 12:30pm 3:00pm 5:30pm 8:00pm 10:30pm. Would you like to book one of these showings?	inform(theater=CINÃ‰POLIS COCONUT GROVE;starttime={12:30pm#3:00pm# 5:30pm#8:00pm#10:30pm})	multiple_choice(starttime)								
615	5	2016-03-11T07:49:59.591Z	user	10:30pm	inform(starttime=10:30pm)									
615	6	2016-03-11T07:54:20.026Z	agent	I have purchased your ticket. Thank you and enjoy the show.	inform(taskcomplete)	thanks()								
615	7	2016-03-11T08:03:32.452Z	user	Thanks.	thanks()									
615	8	2016-03-11T13:49:44.269Z	agent	Thank you for using our service.	thanks(closing=Thank you for using our service)									
616	1	2016-03-11T19:29:15.639Z	user	I need tickets to see Deadpool with 3 people in Seattle tomorrow.	request(ticket;moviename=Deadpool;numberofpeople=3;date=tomorrow;city=seattle)									
616	2	2016-03-11T19:54:24.247Z	agent	Is there preference on movie theater?	request(theater)									
616	3	2016-03-11T19:59:01.967Z	user	No.	inform(theater=any)									
616	4	2016-03-11T20:41:09.533Z	agent	What time would you like to go?	request(starttime)									
616	5	2016-03-11T20:41:29.618Z	user	2p,	inform(starttime=2p)									
616	6	2016-03-11T21:04:48.418Z	agent	There is a 2:10 showing of Deadpool at AMC PACIFIC PLACE 11 600 Pine S., Seattle, WA 98101.  Would that work for you, or would you like more options?	inform(starttime=2:10;moviename=Deadpool;theater=AMC PACIFIC PLACE 11;city=Seattle;date=WA;zip=98101)	confirm_question()								
616	7	2016-03-11T21:24:03.450Z	user	Yes.	confirm_answer()									
616	8	2016-03-11T21:59:56.213Z	agent	I have successfully purchased your tickets to the 2:10 show. Enjoy!	inform(taskcomplete;starttime=2:10)	closing(closing=Enjoy)								
617	1	2016-03-11T00:42:58.588Z	user	showtimes for london has fallen	request(starttime;moviename=london has fallen)									
617	2	2016-03-11T01:25:18.063Z	agent	What theater are you interested in showtimes for?	request(theater)									
617	3	2016-03-11T04:06:21.731Z	user	theaters in 60062	inform(zip=60062)									
617	4	2016-03-11T06:06:47.171Z	agent	What date and time would you like to go?	request(date;starttime)									
617	5	2016-03-11T19:37:04.716Z	user	today at 8pm	inform(date=today;starttime=8pm)									
617	6	2016-03-11T20:19:43.950Z	agent	How many tickets?	request(numberofpeople)									
617	7	2016-03-11T20:54:12.556Z	user	1	inform(numberofpeople=1)									
617	8	2016-03-11T21:51:28.949Z	agent	There is an 8pm showing at AMC Randhurst 12. Would you like me to purchase your ticket?	inform(starttime=8pm;theater=AMC Randhurst 12)	confirm_question()								
617	9	2016-03-11T22:02:38.636Z	user	yes	confirm_answer()									
617	10	2016-03-11T22:04:26.170Z	agent	I have purchased your ticket. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
618	1	2016-03-11T03:39:04.746Z	user	Is Zootopia showing in South Austin?	request(ticket;moviename=Zootopia;city=South Austin)									
618	2	2016-03-11T06:01:59.850Z	agent	What date and time would you like to go?	request(date;starttime)									
618	3	2016-03-11T07:11:59.725Z	user	what's the earliest showing for Saturday?	request(ticket;date=Saturday;starttime=earliest showing)									
618	4	2016-03-11T07:34:38.009Z	agent	Would you like to see it in 3D or standard 2D?	multiple_choice(video_format={3D#standard 2D})									
618	5	2016-03-11T15:45:02.533Z	user	2D please	inform(video_format=2D)									
618	6	2016-03-11T16:42:02.849Z	agent	Zootopia is playing at Regal Metropolitan Stadium 14 at noon. Would you like to purchase tickets?	inform(moviename=Zootopia;theater= Regal Metropolitan Stadium 14;date=noon)	confirm_question()								
618	7	2016-03-11T16:44:33.322Z	user	Please purchase the tickets.	confirm_answer()									
618	8	2016-03-11T16:51:30.451Z	agent	I have purchased your tickets. Thank you and enjoy the show!	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
618	9	2016-03-11T16:57:33.794Z	user	Great, thank you!!	thanks(closing=Thank you and enjoy the show)									
618	10	2016-03-11T17:08:21.551Z	agent	Have a wonderful day!	closing(closing=Have a wonderful day)									
619	1	2016-03-11T02:16:11.186Z	user	i'd like the soonest showing tomorrow for deadpool at carmike 10	request(ticket;moviename=deadpool;theater=carmike 10;starttime=the soonest showing)									
619	2	2016-03-11T05:06:12.638Z	agent	How many tickets do you need?	request(numberofpeople)									
619	3	2016-03-11T06:53:58.491Z	user	3 tickets	inform(numberofpeople=3)									
619	4	2016-03-11T06:57:24.862Z	agent	What city and state are you located in?	request(city;state)									
620	1	2016-03-11T19:44:13.290Z	user	I need 4 tickets to London has Fallen tomorrow evening around 10:30 pm in Sidney OH	request(ticket;numberofpeople=4;moviename=London has Fallen;date=tomorrow evening;starttime=around 10:30 pm;city=Sidney;state=OH)									
620	2	2016-03-11T21:05:57.565Z	agent	Cinemark Miami Valley has a 10:50 showing. Should I buy the tickets?	inform(theater=Cinemark Miami Valley;starttime=10:50)	confirm_question()								
620	3	2016-03-11T21:11:33.222Z	user	yes!	confirm_answer()									
620	4	2016-03-11T21:58:19.897Z	agent	I have successfully purchased 4 tickets to the 10:50 showing. Enjoy!	inform(taskcomplete;starttime= 10:50;numberofpeople=4)	closing(closing=Enjoy)								
