session.ID	Message.ID	Message.Timestamp	Message.From	Message.Text	Annotation_Result
113	2	2016-03-10T04:39:31.865Z	agent	How many are going?	request(taxi;numberofpeople)
113	3	2016-03-10T04:43:14.139Z	user	Just one	inform(numberofpeople=1)
113	4	2016-03-10T04:57:46.150Z	agent	What time would you like to be picked up?	request(taxi;pickup_time)
113	5	2016-03-10T05:16:10.025Z	user	3pm	inform(pickup_time=3pm)
113	6	2016-03-10T05:25:22.249Z	agent	"I have the following available for you :\r\n\r\nuberX $1,878-2,504\r\nuberXL $3,389-4,518\r\nuberSELECT $4,843-6,457\r\nUberBLACK $7,736-10,313\r\nUberSUV $9,667-12,885"	inform(mc_list={car_type=uberX||cost=$1,878-2,504}#{car_type=uberXL||cost=$3,389-4,518}#{car_type=uberSELECT||cost=$4,843-6,457}#{car_type=UberBLACK||cost=$7,736-10,313}#{car_type=UberSUV||cost=$9,667-12,885})
113	7	2016-03-10T05:33:41.300Z	user	I think I need to use as much gas as possible so I'll go with the SUV	inform(car_type=SUV)
113	8	2016-03-10T05:38:18.175Z	agent	"Your reservation with UberSUV was confirmed, hope you have a comfortable ride."	inform(taskcomplete;closing=  hope you have a comfortable ride)
114	1	2016-03-09T23:52:58.598Z	user	I need a taxi to go have dinner downtown	request(taxi;dropoff_location=downtown)
114	2	2016-03-10T00:03:22.457Z	agent	"Sure. What are the addresses of your pick up and drop off locations? I also need to know how many passengers you'll have, along with pick up time. Thank you."	request(taxi;pickup_location;dropoff_location;numberofpeople;pickup_time)	thanks()
115	1	2016-03-09T22:16:44.109Z	user	I need a taxi to fit my instrument in.	request(taxi)
115	2	2016-03-09T22:32:42.215Z	agent	Lets see what we can find for you. I need to know the address of your pick up and drop off locations.	request(taxi;pickup_location;dropoff_location)
115	3	2016-03-09T22:42:08.548Z	user	Picked up at 102 Merry Road and dropped at 407 Creek Road.	inform(pickup_location=102 Merry Road;dropoff_location=407 Creek Road)
115	4	2016-03-09T23:01:01.116Z	agent	What date would you like me to look for a reservation?	request(taxi;date)
115	5	2016-03-09T23:05:04.398Z	user	Tomorrow at 10 PM.	inform(date=Tomorrow;pickup_time=10 PM)
115	6	2016-03-09T23:11:38.764Z	agent	How many passengers?	request(taxi;numberofpeople)
115	7	2016-03-09T23:19:44.878Z	user	2	inform(numberofpeople=2)
115	8	2016-03-09T23:27:44.005Z	agent	Are you in Seattle?	confirm_question()
115	9	2016-03-09T23:28:40.022Z	user	Yes.	confirm_answer()
115	10	2016-03-10T00:37:06.376Z	agent	I am unable to find Merry Road in Seattle. Could you please confirm your address?	inform(result={})	confirm_question()
115	11	2016-03-10T03:13:13.476Z	user	93 s jackson street	confirm_answer()
115	12	2016-03-10T03:32:43.950Z	agent	I am unable to find 407 Creek Road. Could you please confirm your drop off?	inform(result={})	confirm_question()
115	13	2016-03-10T06:56:12.622Z	user	93 s jackson street.	confirm_answer()
115	14	2016-03-10T13:28:55.884Z	agent	I am unable to find 407 Creek Road. Could you please confirm your drop off?	inform(result={})	confirm_question()
116	1	2016-03-10T16:57:44.491Z	user	Good morning.  Can I please get a Taxi from Dallas/Love Field Airport to the Irving Mall this evening?	greeting()	request(taxi;pickup_location=Dallas/Love Field Airport;dropoff_location=Irving Mall;date=this evening)
116	2	2016-03-10T17:07:36.837Z	agent	Good morning! I'm happy to help. How many passengers will you have?	greeting()	request(taxi;numberofpeople)
116	3	2016-03-10T17:08:46.905Z	user	4 in total	inform(numberofpeople=4)
116	4	2016-03-10T17:10:23.145Z	agent	What time would you like me to search for?	request(taxi;pickup_time)
116	5	2016-03-10T17:13:47.479Z	user	6 PM please	inform(pickup_time=6PM)
116	6	2016-03-10T17:22:54.309Z	agent	I found the following rides available for you :\r\n\r\nuberX $15-19\r\nuberXL $23-30\r\nuberSELECT $30-39\r\nUberBLACK $47-62\r\nUberSUV $62-79	inform(mc_list={car_type=uberX||cost=$15-19}#{car_type=uberXL||cost=$23-30}#{car_type=uberSELECT||cost=$30-39}#{car_type=UberBLACK||cost=$47-62}#{car_type=UberSUV||cost=62-79})
116	7	2016-03-10T17:24:46.440Z	user	The Uber XL sounds like the best best.  Please go ahead and make the Reservation for me.	inform(car_type=Uber XL)
116	8	2016-03-10T17:44:48.847Z	agent	I have confirmed your uberXL. Thank you and have a safe trip.	inform(taskcomplete;closing=  Thank you and have a safe trip)
116	9	2016-03-10T18:27:49.004Z	user	Amazing thanks a ton enjoy your day	thanks()
116	10	2016-03-10T18:31:29.346Z	agent	Thanks for using our service.	thanks()
117	1	2016-03-10T02:12:24.608Z	user	"need a cab to take me to the UNCW auditorium from days inn on market street in wilmington, nc tomorrow at 6"	request(taxi;car_type=cab;pickup_location=days inn on market street;pickup_location_city=wilmington;state=nc;pickup_time=6;date=tomorrow)
117	2	2016-03-10T02:42:18.358Z	agent	Sure. How many passengers will there be?	request(taxi;numberofpeople)
117	3	2016-03-10T02:45:12.570Z	user	2	inform(numberofpeople=2)
117	4	2016-03-10T02:53:13.552Z	agent	$5-6 is the price for an uberX. Would you like this option?	inform(cost=$5-6;car_type=uberX)	confirm_question()
117	5	2016-03-10T02:56:44.071Z	user	yes	confirm_answer()
117	6	2016-03-10T03:06:54.446Z	agent	I have confirmed your uberX. Thank you and have a safe trip.	inform(taskcomplete;closing=  Thank you and have a safe trip)
118	1	2016-03-10T00:25:17.269Z	user	need a taxi	request(taxi)
118	2	2016-03-10T00:43:06.746Z	agent	Where would you like a pickup?	request(taxi;pickup_location)
118	3	2016-03-10T00:54:38.367Z	user	midway airport chicago	inform(pickup_location=midway airport;pickup_location_city=chicago)
118	4	2016-03-10T00:59:03.044Z	agent	Where would you like to go?	request(taxi;dropoff_location)
118	5	2016-03-10T01:17:12.052Z	user	776 Berkshire Ln des plaines IL	inform(dropoff_location=776 Berkshire Ln des plaines;state=IL)
118	6	2016-03-10T01:21:31.280Z	agent	On what date would you like a taxi?	request(taxi;date)
118	7	2016-03-10T01:43:14.342Z	user	10pm tonight	inform(date=tonight;pickup_time=10PM)
118	8	2016-03-10T02:12:08.470Z	agent	UberX would cost $38-51 for that ride. Would you like to explore other Uber options or would you like to book that reservation?	inform(cost=$38-51;car_type=uberX)	confirm_question()
118	9	2016-03-10T02:29:41.876Z	user	book	confirm_answer()
118	10	2016-03-10T02:43:14.439Z	agent	I have successfully booked you that uberX. Is there anything else I can help with today?	inform(taskcomplete)	confirm_question()
119	1	2016-03-10T02:17:53.898Z	user	Can you tell me what options I have for getting a ride to Logan Airport from my Hotel in Boston?	request(taxi;pickup_location_city=Boston;dropoff_location=Logan Airport)
119	2	2016-03-10T02:40:04.805Z	agent	Could you provide your hotel address?	request(taxi;pickup_location)
119	3	2016-03-10T02:43:26.468Z	user	"I am at the Boston Harbor Hotel at 70 Rowes Wharf, Boston, MA 02110."	inform(pickup_location=Boston Harbor Hotel at 70 Rowes Wharf;pickup_location_city=Boston;state=MA)
119	4	2016-03-10T02:53:13.487Z	agent	On what date would you like a taxi?	request(taxi;date)
119	5	2016-03-10T02:56:01.573Z	user	3\/12 around noon time.	inform(date=3/12;pickup_time=noon time)
119	6	2016-03-10T03:25:54.876Z	agent	How many passengers will there be?	request(taxi;numberofpeople)
119	7	2016-03-10T03:37:34.651Z	user	Two of us.	inform(numberofpeople=2)
119	8	2016-03-10T03:52:30.438Z	agent	$19-22 is the price for an uberX. Would you like this option?	inform(cost=$19-22;car_type=uberX)	confirm_question()
119	9	2016-03-10T03:55:29.071Z	user	Yes please.	confirm_answer()
119	10	2016-03-10T04:11:35.832Z	agent	I have successfully booked your uber. Enjoy your ride.	inform(taskcomplete;closing=Enjoy your ride)
120	1	2016-03-09T22:11:45.979Z	user	I need a taxi at 540 Fallen Maple Court.	request(taxi;pickup_location=540 Fallen Maple Court)
120	2	2016-03-09T22:16:01.987Z	agent	Hi. I need to know the address of your pick up and drop off locations.	greeting()	request(taxi;pickup_location;dropoff_location)
120	3	2016-03-09T22:19:38.141Z	user	I want to be picked up at 540 Fallen Maple Court at dropped off at 43 Main Street.	inform(pickup_location=540 Fallen Maple Court;dropoff_location=43 Main Street)
120	4	2016-03-09T22:21:50.581Z	agent	Is this for now or for a later date\/time? How many passengers?	request(taxi;date;pickup_time;numberofpeople)
120	5	2016-03-09T22:23:10.726Z	user	6 PM. 3 passengers.	inform(pickup_time=6PM;numberofpeople=3)
120	6	2016-03-09T22:32:29.597Z	agent	On what date are you looking for a taxi?	request(taxi;date)
120	7	2016-03-09T22:35:37.787Z	user	Tomorrow.	inform(date=Tomorrow)
120	8	2016-03-09T22:45:20.860Z	agent	What city is that in?	request(taxi;pickup_location_city)
120	9	2016-03-09T22:51:09.358Z	user	Los Angeles.	inform(pickup_location_city=Los Angeles)
120	10	2016-03-09T23:17:47.695Z	agent	I am unable to find 540 Fallen Maple Court in Los Angeles. Could you please confirm this address is correct?	inform(result={})	confirm_question()
120	11	2016-03-09T23:19:26.010Z	user	5200 Hollywood Blvd is the address.	inform(pickup_location=5200 Hollywood Blvd)
120	12	2016-03-10T01:08:34.311Z	agent	$9-13 is the price for an uberX. Would you like this option?	inform(cost=$9-13;car_type=uberX)	confirm_question()
120	13	2016-03-10T03:11:43.181Z	user	Yes.	confirm_answer()
120	14	2016-03-10T03:37:16.663Z	agent	"Wonderful! Your name, please?"	request(taxi;name)
120	15	2016-03-10T06:57:42.612Z	user	Mike.	inform(name=Mike)
120	16	2016-03-10T07:01:14.868Z	agent	I have confirmed your uberX. Thank you and have a safe trip.	inform(taskcomplete;closing=Thank you and have a safe trip)
120	17	2016-03-10T07:10:11.564Z	user	Thanks.	thanks()
120	18	2016-03-10T13:10:20.358Z	agent	Thank you.	thanks()
121	1	2016-03-09T22:55:14.544Z	user	Need a cab to get me from downtown wilmington to wrightsville beach.	request(taxi;pickup_location=downtown;pickup_location_city=wilmington;dropoff_location=wrightsville beach)
121	2	2016-03-09T23:05:56.052Z	agent	What day would you like to go?	request(taxi;date)
121	3	2016-03-09T23:07:08.375Z	user	saturday	inform(date=Saturday)
121	4	2016-03-09T23:24:17.352Z	agent	I'll also need a time and number of passengers.	request(taxi;pickup_time;numberofpeople)
121	5	2016-03-09T23:27:59.903Z	user	10 am with 3 passengers	inform(numberofpeople=3;pickup_time=10am)
121	6	2016-03-09T23:44:10.442Z	agent	I found an uberX for $11-16. Would you like this option?	inform(cost=$11-16;car_type=uberX)	confirm_question()
121	7	2016-03-09T23:48:09.689Z	user	yes	confirm_answer()
121	8	2016-03-09T23:57:04.963Z	agent	I have confirmed your uber. Thank you	inform(taskcomplete) thanks()
122	1	2016-03-10T02:50:22.026Z	user	"Can you find me a ride to the theaters in Rohnert Park, CA?"	request(taxi;dropoff_location_city=Rohnert Park;state=CA)
122	2	2016-03-10T03:06:16.424Z	agent	"Sure, what is your pick up location?"	request(taxi;pickup_location)
122	3	2016-03-10T03:07:42.639Z	user	"I'll be at the Target in Rohnert Park, I need the ride tomorrow at 1pm"	inform(date=tmorrow;pickup_time=1pm)
122	4	2016-03-10T03:54:45.044Z	agent	How many passengers will there be?	request(taxi;numberofpeople)
122	5	2016-03-10T03:55:15.199Z	user	Just two	inform(numberofpeople=2)
122	6	2016-03-10T04:23:33.280Z	agent	Sure. And what name will be on the reservation?	request(taxi;name)
122	7	2016-03-10T04:24:43.396Z	user	Tuco Salamanca	inform(name=Tuco Salamanca)
122	8	2016-03-10T04:51:09.198Z	agent	Could you please specify which theater you would like?	confirm_question(dropoff_location)
122	9	2016-03-10T05:19:27.637Z	user	Reading Cinemas Rohnert Park	inform(dropoff_location=Reading Cinemas Rohnert Park)
122	10	2016-03-10T05:37:37.942Z	agent	$6-7 is the price for an uberX. Would you like this option?	inform(cost=$6-7;car_type=uberX)	confirm_question()
122	11	2016-03-10T05:38:12.162Z	user	"Yes, that works fine"	confirm_answer()
122	12	2016-03-10T05:39:30.301Z	agent	I have confirmed your uberX. Thank you and have a safe trip.	inform(taskcomplete;closing=Thank you and have a safe trip)
123	1	2016-03-10T03:43:50.447Z	user	I would like to go from Red Lobster in Woodbury to the Xcel Energy Center in St Paul tonight.	request(taxi;pickup_location=Red Lobster;pickup_location_city=Woodbury;dropoff_location=Xcel Energy Center;dropoff_location_city=St Paul;date=tonight)
123	2	2016-03-10T04:05:42.128Z	agent	On what date would you like a taxi?	request(taxi;date)
123	3	2016-03-10T04:06:37.165Z	user	3\/9	inform(date=3/9)
123	4	2016-03-10T04:31:28.756Z	agent	What time would you like to be picked up?	request(taxi;pickup_time)
123	5	2016-03-10T04:37:41.599Z	user	11:45pm	inform(pickup_time=11:45pm)
123	6	2016-03-10T04:51:27.045Z	agent	How many passengers will there be?	request(taxi;numberofpeople)
123	7	2016-03-10T04:56:29.294Z	user	1	inform(numberofpeople=1)
123	8	2016-03-10T05:17:31.599Z	agent	$12-16 is the price for an uberX. Would you like this option?	inform(cost=$12-16;car_type=uberX)	confirm_question()
123	9	2016-03-10T05:19:14.225Z	user	"yes, please book it"	confirm_answer()
123	10	2016-03-10T05:36:59.579Z	agent	I have successfully booked your uber. Enjoy your ride.	inform(taskcomplete;closing=Enjoy your ride)
124	1	2016-03-09T23:54:27.710Z	user	one way round trip to the hospital located downtown atlanta	request(taxi;dropoff_location=hospital located downtown atlanta)
124	2	2016-03-10T00:12:12.133Z	agent	Where are you getting picked up?	request(taxi;pickup_location)
125	1	2016-03-10T05:05:41.368Z	user	"Need ride from Mohrsville, PA to Hamburg, PA"	inform(pickup_location_city=Mohrsville;state=PA;dropoff_location_city=Hamburg)
125	2	2016-03-10T05:24:40.378Z	agent	What day would you like to go?	request(taxi;date)
125	3	2016-03-10T05:30:14.760Z	user	A month from today at 12:00 am	inform(date=A month from today;pickup_time=12:00am)
125	4	2016-03-10T05:39:04.229Z	agent	How many are going?	request(taxi;numberofpeople)
125	5	2016-03-10T05:48:39.520Z	user	4	inform(numberofpeople=4)
125	6	2016-03-10T05:57:13.936Z	agent	Could you please specify your pick up and drop off locations?	confirm_question()
125	7	2016-03-10T06:00:14.093Z	user	Main Street in Mohrsville to Main Street in Hamburg	inform(pickup_location=Main Street in Mohrsville;dropoff_location=Main Street in Hamburg)
125	8	2016-03-10T06:16:14.830Z	agent	$27-36 is the price for an uberX. Would you like this option?	inform(cost=$27-36;car_type=uberX)	confirm_question()
125	9	2016-03-10T06:17:46.415Z	user	I want the most expensive option available	request(taxi;car_type=most expensive)
125	10	2016-03-10T06:30:48.307Z	agent	uberX is the only option available for that route.	confirm_question()
125	11	2016-03-10T06:36:13.010Z	user	"Alright, that will have to do then"	confirm_answer()
125	12	2016-03-10T06:48:19.763Z	agent	I have confirmed your uberX. Thank you and have a safe trip.	inform(taskcomplete;closing=Thank you and have a safe trip)
126	1	2016-03-10T02:28:18.391Z	user	"need a cab to take me to the mayfaire theater from UNCW on market street in wilmington, nc tomorrow at 6"	request(taxi;pickup_location=UNCW on market street;pickup_location_city=wilmington;state=nc;dropoff_location=mayfaire theate;date=tomorrow;pickup_time=6)
126	2	2016-03-10T02:48:04.841Z	agent	Is that 6AM or 6PM?	confirm_question(pickup_time={6AM#6PM})
126	3	2016-03-10T02:49:33.055Z	user	pm	inform(pickup_time=6PM)
126	4	2016-03-10T02:52:47.231Z	agent	How many passengers are going?	request(taxi;numberofpeople)
126	5	2016-03-10T03:03:12.236Z	user	3	inform(numberofpeople=3)
126	6	2016-03-10T03:22:02.341Z	agent	$6-9 is the price for an uberX. Would you like this option?	inform(cost=$6-9;car_type=uberX)	confirm_question()
126	7	2016-03-10T03:34:14.151Z	user	yes	confirm_answer()
126	8	2016-03-10T03:45:41.158Z	agent	I have confirmed your uberX. Thank you and have a safe trip.	inform(taskcomplete;closing=Thank you and have a safe trip)
127	1	2016-03-10T03:06:24.230Z	user	Please send a taxi to 3283 Fordham Shelby township mi	request(taxi;pickup_location=3283 Fordham Shelby township;state=mi)
127	2	2016-03-10T03:32:24.026Z	agent	On what date would you like a taxi?	request(taxi;date)
127	3	2016-03-10T17:11:45.439Z	user	Today March 10th	inform(date=March 10th)
127	4	2016-03-10T17:16:55.734Z	agent	Where are you going and how many people?	request(taxi;dropoff_location;numberofpeople)
128	1	2016-03-10T00:04:11.809Z	user	Send a taxi to the restaurant we had dinner at	request(taxi)
128	2	2016-03-10T00:11:57.018Z	agent	What time?	request(taxi;pickup_time)
129	1	2016-03-10T03:28:51.750Z	user	need a ride from 3rd Street in Philly to the closest metro station tomorrow at 6pm	request(taxi;pickup_location=3rd Street;pickup_location_city=Philly;dropoff_location=closest metro station;date=tomorrow;pickup_time=6pm)
129	2	2016-03-10T04:04:58.632Z	agent	How many passengers will there be?	request(taxi;numberofpeople)
129	3	2016-03-10T04:07:43.373Z	user	2	inform(numberofpeople=2)
129	4	2016-03-10T04:32:52.577Z	agent	$13-18 is the price for an uberX. Would you like this option?	inform(cost=$13-18;car_type=uberX)	confirm_question()
129	5	2016-03-10T04:33:11.022Z	user	Yes	confirm_answer()
129	6	2016-03-10T04:35:45.647Z	agent	"Your UberX ride was confirmed, have a safe trip!"	inform(taskcomplete;closing=have a safe trip)
130	1	2016-03-10T00:21:48.110Z	user	taxi to downtown chicago	request(taxi;dropoff_location=downtown;dropoff_location_city=chicago)
130	2	2016-03-10T00:32:37.087Z	agent	Where would you like to be picked up?	request(taxi;pickup_location)
130	3	2016-03-10T00:52:12.354Z	user	o'hare airport	inform(pickup_location=o'hare airport)
130	4	2016-03-10T00:57:34.906Z	agent	What date would you like me to look?	request(taxi;date)
130	5	2016-03-10T01:15:29.943Z	user	tonight at 9	inform(date=tonight;pickup_time=10PM)
130	6	2016-03-10T01:24:31.484Z	agent	Will you be the only passenger?	request(taxi;numberofpeople)
130	7	2016-03-10T01:42:12.853Z	user	yes	inform(numberofpeople=1)
130	8	2016-03-10T02:01:42.851Z	agent	UberX would cost about $29-37 for that ride. Would you like to look at more expensive uber offers or is this acceptable for you?	inform(cost=$29-37;car_type=uberX)	confirm_question()
130	9	2016-03-10T02:22:12.802Z	user	that's good	inform(car_type=uberX)
130	10	2016-03-10T02:41:14.207Z	agent	"Great. Can I have your name, please?"	request(taxi;name)
130	11	2016-03-10T06:51:10.143Z	user	David	inform(name=David)
130	12	2016-03-10T06:54:58.447Z	agent	I have confirmed your uberX. Thank you and have a safe trip.	inform(taskcomplete;closing=Thank you and have a safe trip)
131	1	2016-03-09T23:20:18.398Z	user	"Hello, are their any taxis available today?"	request(taxi;greeting=Hello)
131	2	2016-03-09T23:38:31.376Z	agent	Sure. What are the addresses of your pick up and drop off locations?	request(taxi;pickup_location;dropoff_location)
132	1	2016-03-10T01:41:51.755Z	user	Hello there.  Can I please get a Taxi Cab from Dick's Restaurant in Dallas to Boston's Pizza in Arlington?	greeting()	request(taxi;pickup_location=Dick's Restaurant;pickup_location_city=Dallas;dropoff_location=Boston's Pizza;dropoff_location_city=Arlington)
132	2	2016-03-10T01:47:40.303Z	agent	On what date would you like a taxi?	request(taxi;date)
132	3	2016-03-10T01:48:10.451Z	user	Tomorrow night so March 10th	inform(date=March 10th)
132	4	2016-03-10T01:50:31.283Z	agent	How many passengers will there be?	request(taxi;numberofpeople)
132	5	2016-03-10T01:51:25.186Z	user	3 Total.	inform(numberofpeople=3)
132	6	2016-03-10T02:05:45.249Z	agent	And what time would you like to be picked up?	request(taxi;pickup_time)
132	7	2016-03-10T02:12:42.458Z	user	0.541666667	inform(pickup_time=1:00PM)
132	8	2016-03-10T02:40:58.260Z	agent	"I'm sorry, could you provide a street address for each of those? I am finding several results."	confirm_question()
132	9	2016-03-10T02:42:42.406Z	user	"2211 N Lamar St, Dallas, TX 75202 for Dick's Last Resort and 2501 E Lamar Blvd, Arlington, TX 76006 for Boston's Pizza."	inform(pickup_location=2211 N Lamar St;pickup_location_city=Dallas;state=TX75202;dropoff_location=2501 E Lamar Blvd;dropoff_location_city=Arlington;state=TX)
132	10	2016-03-10T02:53:13.345Z	agent	$17-23 is the price for an uberX. Would you like this option?	inform(cost=$17-23;car_type=uberX)	confirm_question()
132	11	2016-03-10T03:05:42.330Z	user	Sure sounds wonderful.  Go ahead and book it for me.	confirm_answer()
132	12	2016-03-10T03:26:13.314Z	agent	I have confirmed your uberX. Thank you and have a safe trip.	inform(taskcomplete;closing=Thank you and have a safe trip)
132	13	2016-03-10T03:28:14.865Z	user	Thanks a ton have a wonderful day!	thanks()
132	14	2016-03-10T03:58:55.899Z	agent	Thanks for using our service!	thanks(closing=Thanks for using our service)
133	1	2016-03-10T17:02:44.528Z	user	Hello!  Can I please get a Taxi Cab Sherlocks in Arlington to the Best Buy in Lincoln Square this afternoon?	greeting()	request(taxi;pickup_location=Arlington to the Best Buy in Lincoln Square;date=this afternoon)
133	2	2016-03-10T17:16:21.652Z	agent	Did you have a specific time in mind and how many passengers?	request(taxi;pickup_time;numberofpeople)
133	3	2016-03-10T17:17:15.803Z	user	Oh yes about 7 PM tonight and there will be 3 total passengers.	inform(pickup_time=7PM;date=tonight;numberofpeople=3)
133	4	2016-03-10T17:39:36.042Z	agent	"I've found a uberX for $5,  uberXL for $6-7, or uberSELECT for $9-10. Would you like to reserve one of these?"	inform(mc_list={car_type=uberX||cost=$5}#{car_type=uberXL||cost=$6-7})	multiple_choice(mc_list)
133	5	2016-03-10T17:41:46.500Z	user	Yes please book that for me	inform(other=book that for me)
133	6	2016-03-10T17:43:52.741Z	agent	"I'm sorry, which Uber ride would you like to book? UberX, UberXL or UberSELECT?"	confirm_question(car_type={UberX#UberXL#UberSELECT})
133	7	2016-03-10T18:29:47.176Z	user	Sorry for not being more specific.  The UberXL please	inform(car_type=uberXL)
133	8	2016-03-10T18:54:25.196Z	agent	"Great! Can I have your name, pleaes?"	request(taxi;name)
133	9	2016-03-10T19:01:16.069Z	user	William Jones	inform(name=William Jones)
133	10	2016-03-10T19:14:01.528Z	agent	"You're all set, William! That ride is confirmed for you."	inform(taskcomplete)
133	11	2016-03-10T19:23:46.192Z	user	Appreciate it have a wonderful day	inform(other=Appreciate it have a wonderful day)
133	12	2016-03-10T19:30:17.132Z	agent	Thanks for using our service!	thanks(closing=Thanks for using our service)
134	1	2016-03-09T22:53:54.041Z	user	how much does ity cost per mile?	request(taxi;cost)
134	2	2016-03-09T23:07:52.385Z	agent	I need to know your pick up and drop off locations to provide an estimate.	request(taxi;pickup_location;dropoff_location)
134	3	2016-03-09T23:19:54.202Z	user	"ilm airport to 122 division dr, wilmington"	inform(pickup_location=ilm airport;dropoff_location=122 division dr;dropoff_location_city=wilmington)
134	4	2016-03-09T23:46:11.622Z	agent	What date would you like me to look?	request(taxi;date)
134	5	2016-03-09T23:48:09.758Z	user	tomorrow at 10 am	inform(date=tomorrow;pickup_time=10am)
134	6	2016-03-09T23:57:05.008Z	agent	How many passengers?	request(taxi;numberofpeople)
134	7	2016-03-10T00:00:42.110Z	user	4	inform(numberofpeople=4)
134	8	2016-03-10T00:24:13.061Z	agent	$4-5 is the price for an uberX. Would you like this option?	inform(cost=$4-5;car_type=uberX)	confirm_question()
134	9	2016-03-10T00:27:10.273Z	user	yes	confirm_answer()
134	10	2016-03-10T00:36:28.706Z	agent	"Your ride was confirmed, enjoy!"	inform(taskcomplete;closing=enjoy)
135	1	2016-03-10T02:25:23.685Z	user	"how quickly can i get an uber ride at 4 am in wilmington, nc"	request(taxi;car_type=uber;pickup_time=4 am;pickup_location_city=wilmington;state=nc)
135	2	2016-03-10T02:47:01.120Z	agent	Could you please provide your pickup location?	request(taxi;pickup_location)
135	3	2016-03-10T02:48:40.978Z	user	4401 gordon road	inform(pickup_location=4401 gordon road)
135	4	2016-03-10T02:53:29.434Z	agent	I'll also need your drop off location.	request(taxi;dropoff_location)
135	5	2016-03-10T03:02:44.292Z	user	ihop on market street	inform(dropoff_location=ihop on market street)
135	6	2016-03-10T03:19:18.228Z	agent	How many passengers will there be?	request(taxi;numberofpeople)
135	7	2016-03-10T03:33:11.969Z	user	3	inform(numberofpeople=3)
135	8	2016-03-10T04:05:55.039Z	agent	Great. And what name will be on the reservation?	request(taxi;name)
135	9	2016-03-10T04:06:43.173Z	user	MTC Arcade	inform(name=MTC Arcade)
135	10	2016-03-10T04:12:19.778Z	agent	I found the following rides available : uberX$5-7\r\nuberXL$10-13	inform(mc_list={car_type=uberX||cost=$5-7}#{car_type=uberXL||cost=$10-13})
135	11	2016-03-10T04:17:12.439Z	user	uberXL$10-13	inform(car_type=uberXL||cost=$10-13)
135	12	2016-03-10T04:18:57.007Z	agent	"Your reservation was confirmed, enjoy your Ride!"	inform(taskcomplete;closing=enjoy your Ride)
136	1	2016-03-09T23:14:27.993Z	user	"Hello!, i am hoping to book a taxi?"	greeting()	request(taxi)
136	2	2016-03-09T23:26:30.380Z	agent	Sure. What are the addresses of your pick up and drop off locations?	request(taxi;pickup_location;dropoff_location)
137	1	2016-03-09T22:57:38.182Z	user	"need a pick up with a clean car at the belks in the mall in wilmington, nc"	inform(pickup_location=at the belks in the mall;pickup_location_city=wilmington;state=nc)
137	2	2016-03-09T23:18:55.865Z	agent	Where would you like to go?	request(taxi;dropoff_location)
137	3	2016-03-09T23:21:39.071Z	user	home	inform(other=home)
137	4	2016-03-09T23:50:25.928Z	agent	Could yo please provide a valid drop off location?	request(taxi;dropoff_location)
137	5	2016-03-09T23:56:10.696Z	user	"122 division dr, wilmington, nc"	inform(dropoff_location=122 division dr;dropoff_location_city=wilmington;state=nc)
137	6	2016-03-10T00:25:05.296Z	agent	On what date would you like a taxi?	request(taxi;date)
137	7	2016-03-10T00:27:10.320Z	user	now	inform(date=today;pickup_time=now)
137	8	2016-03-10T00:48:55.225Z	agent	How many passengers will there be?	request(taxi;numberofpeople)
137	9	2016-03-10T00:49:43.328Z	user	2	inform(numberofpeople=2)
137	10	2016-03-10T01:55:08.305Z	agent	Could you provide me a more precise pickup location? The name of the mall would be helpful.	confirm_question(pickup_location)
137	11	2016-03-10T01:58:40.503Z	user	Independence Mall	confirm_answer(pickup_location=Independence Mall)
137	12	2016-03-10T02:01:30.782Z	agent	$7-10 is the price for an uberX. Would you like this option?	inform(cost=$7-10;car_type=uberX)	confirm_question()
137	13	2016-03-10T02:04:13.497Z	user	yes	confirm_answer()
137	14	2016-03-10T02:08:42.399Z	agent	"Your UberX has been booked, have a safe trip!"	inform(taskcomplete;closing=have a safe trip)
138	1	2016-03-10T03:27:46.905Z	user	I need to go to Denver Airport. Can you get a taxi to meet at 20th and Blake in an hour?	request(taxi;dropoff_location=Denver Airport;pickup_location=20th Blake;pickup_time=in an hour)
138	2	2016-03-10T03:43:36.044Z	agent	How many are going?	request(taxi;numberofpeople)
138	3	2016-03-10T14:13:45.928Z	user	pro_2016-03-09T00-29-13_a34c59c0-2bf4-472e-9722-0459f54a8e0f	inform(other=pro_2016-03-09T00-29-13_a34c59c0-2bf4-472e-9722-0459f54a8e0f)
138	4	2016-03-10T14:21:31.398Z	agent	"I'm sorry, there was an error. How many passengers will you have?"	inform(other=there was an error)	request(taxi;numberofpeople)
138	5	2016-03-10T14:31:16.657Z	user	no problem. there will be two people and we have two suitcases.	inform(numberofpeople=2;other=2 suitcases)
138	6	2016-03-10T14:41:05.605Z	agent	Here are the available ride options :\r\n\r\nuberX $28-37\r\nuberXL  $54-71\r\nUberSELECT $57-75\r\nUberBLACK $87-114\r\nUberSUV $107-139	inform(mc_list={car_type=uberX||cost=$28-37}#{car_type=uberXL||cost=$54-71}#{car_type=uberSELECT||cost=$57-75}#{car_type=uberBLACK||cost=$87-114}#{car_type=uberSUV||cost=$107-139})	multiple_choice(mc_list)
138	7	2016-03-10T14:43:13.763Z	user	I'll take the uberX for $28-37	inform(car_type=uberX;cost=28-37)
138	8	2016-03-10T14:47:44.432Z	agent	I have confirmed your uberX. Thank you and have a safe trip.	inform(taskcomplete;car_type=uberX)	thanks()
